ProductId,ProductName,PriceRegular,PriceSale,Category1,Category2,Category3,Category4,Category5,Category6,ProductUnitSize,Energie (kcal),Energie (kJ),Vet,waarvan verzadigd,waarvan onverzadigd,Koolhydraten,waarvan suikers,Voedingsvezel,Eiwitten,Zout,Vitamine C,Kalium/Potassium,waarvan enkelvoudig onverzadigd,waarvan meervoudig onverzadigd,Alcohol,Calcium,Vitamine B2 / Riboflavine,Vitamine B12 / Cyano-Cobalamine,Fosfor,Ijzer,Vitamine A,Vitamine D,Vitamine B11 / Foliumzuur,Jodium,Vitamine E,Linolzuur,Alfa-Linoleenzuur,Vitamine B3 / Niacine,Magnesium,Zink,Omega 3 Vetzuren,Vitamine B6 / Pyridoxine,Vitamine B1 / Thiamine,Vitamine K,Vitamine B5 / Pantotheenzuur,Koper,Natrium,waarvan polyolen,Seleen,Vitamine H / Biotine,waarvan toegevoegde suikers,Omega 6 Vetzuren,Folaat,Mangaan,Chloride,Sulfaat,Nitraten,Bicarbonaat,Siliciumdioxide (Sio2),Ash,Lactose,Glucose,Maltodextrine,Vitamin D2,Vitamine B7 / Inositol,Molybdeen,Seleen (Organisch),Eicosapentaeenzuur,Docosahexaeenzuur,waarvan zetmeel,Cholesterol,Transvet,"Organic Acids, Total","Ph, Hydrogen Ion Concentration",Fluoride,Carnitine,Choline,Taurine,Nucleotide,Arachidonzuur,Wei-Eiwit,Caseïne,Palmitinezuur,Galactose In Voedingsvezel,Fructose In Voedingsvezel,Chroom,Tafelzout Gemengd Met Een Kleine Hoeveelheid Van Verschillende Jodiumbevattende Zouten,Betaglucanen,Vitamin A; Calculated By Summation Of The Vitamin A Activities Of Retinol And The Active Carotenoids,Niacine Equivalent,Vitamine D3,Galactooligosaccharides (Gos),Vita K-1,Safranal,Omega 9 Vetzuren,Collageen hydrolysaten,Plantaardige Eiwitten,Oligomere proanthocyanidinen (OPC),Ingredients,ContainedAllergens,MayContainAllergens,NonFoodIngredients,ImageLowURL,ImageMediumURL,ImageHighURL
565,AH Vuilnisemmerzakken 35L,2.19,NA,Huishouden,"Huishoudfolies, huishoudzakken",Vuilniszakken,Pedaalemmerzakken,NA,NA,20 stuks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vervaardigd van: gerecycled plastic consumentenafval.,NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239383731383333?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383731383333?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383731383333?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
624,AH Servetten 2-laags 33x33 cm wit,1.99,NA,"Koken, tafelen, vrije tijd",Tafelen,Servetten,Reguliere servetten,NA,NA,50 stuks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ingrediënten:,NA,NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303835373339?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303835373339?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303835373339?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
632,AH Tissues zacht & sterk,1.49,NA,Drogisterij,"Tissues, watten",Tissues,NA,NA,NA,100 stuks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545239373737393133?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239373737393133?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239373737393133?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
648,AH Dikke bleek,0.89,NA,Huishouden,Schoonmaakmiddelen,Bleekmiddel,NA,NA,NA,"0,75 l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AH Dikke bleek bevat o.a. de volgendeIngrediënten:Zeep, Niet-ionogene oppervlakteactieve stoffen, Chloorbleekmiddelen. <5%",NA,NA,"AQUA, SODIUM HYPOCHLORITE, MYRISTAMINE OXIDE, SODIUM HYDROXIDE, SODIUM LAURATE, SODIUM XYLENESULFONATE, SODIUM PERIODATE.",https://static.ah.nl/dam/product/AHI_43545239363430383439?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363430383439?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363430383439?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
651,AH Afwasmiddel citrus,1.19,NA,Huishouden,"Vaatwas, afwasmiddel",Afwasmiddel,NA,NA,NA,"0,5 l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AH Afwasmiddel citrus bevat o.a. de volgende Ingrediënten: Anionogene oppervlakteactieve stoffen, 15%-30% Niet-ionogene oppervlakteactieve stoffen, 5%-15% Amfotere oppervlakteactieve stoffen. <5% Parfums (HEXYL CINNAMAL, LIMONENE), Conserveringsmiddelen (METHYLCHLOROISOTHIAZOLINONE AND METHYLISOTHIAZOLINONE).",NA,NA,AQUA SODIUM LAURETH SULFATE SODIUM C14-16 OLEFIN SULFONATE COCAMIDOPROPYLAMINE OXIDE COCAMIDOPROPYL BETAINE C10 PARETH-8 SODIUM CHLORIDE SODIUM XYLENESULFONATE PARFUM CITRIC ACID POLYETHYLENEIMINE ETHOXYLATED COLORANT METHYLCHLOROISOTHIAZOLINONE AND METHYLISOTHIAZOLINONE LIMONENE HEXYL CINNAMAL,https://static.ah.nl/dam/product/AHI_43545239363734383431?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363734383431?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363734383431?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
732,AH Pizzabroodjes salami,1.39,NA,Diepvries,Diepvries pizza,Pizzabroodjes,NA,NA,NA,2 x 125 g,234,984,7.5 g,3.2 g,4.3 g,31 g,3.7 g,2.4 g,9.4 g,1.3 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: tarwebloem, water, melk, groente (3% gele paprika, 2,5% rode ui, 2,5% tomaat, 1,5% prei), 4,5% varkensvlees, tomatenconcentraat, varkensvet, raapolie, gist, zout, zetmeel (aardappel, tarwe), kruiden, suiker, zuursel, specerijenextract, dextrose, specerijen, glucosestroop, antioxidant (natriumerythorbaat [E316], extracten van rozemarijn [E392]), stremsel, conserveermiddel (natriumnitriet [E250]), rook. Waarvan toegevoegde suikers 0.2g per 100 gram en waarvan toegevoegd zout 1.04g per 100 gram","Melk, Glutenbevattende Granen, Lactose, Tarwe",Selderij,NA,https://static.ah.nl/dam/product/AHI_43545239363336303733?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363336303733?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239363336303733?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
737,AH Pizza kaas tomaat,1.59,NA,Diepvries,Diepvries pizza,Pizza (dunne bodem),NA,NA,NA,300 g,234,983,8.6 g,2.7 g,5.9 g,29 g,4.5 g,2.3 g,9 g,1.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: tarwebloem, 32% tomatenpuree, melk, water, raapolie, suiker, gist, zetmeel (aardappelzetmeel, tarwezetmeel), zout, kruiden, zuursel, specerijen, microbieel stremsel. Waarvan toegevoegde suikers 1.3g per 100 gram en waarvan toegevoegd zout 1.02g per 100 gram","Melk, Glutenbevattende Granen, Lactose, Tarwe",Selderij,NA,https://static.ah.nl/dam/product/AHI_4354523130303535303032?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303535303032?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303535303032?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
745,AH Chantilly,3.29,NA,Diepvries,IJs,Roomijs hoorntjes,NA,NA,NA,8 stuks,314,1312,17 g,12 g,3.9 g,36 g,25 g,0.6 g,3.9 g,0.08 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: magere melk, suiker, roomboter, tarwebloem, kokosvet, glucosestroop, mageremelkpoeder, 1,8% slagroom, magerecacaopoeder°, emulgator (sojalecithine [E322], mono- en diglyceriden van vetzuren [E471]), 0,3% hazelnoot°, stabilisator (guarpitmeel [E412], johannesbroodpitmeel [E410]), natuurlijk aroma. Waarvan toegevoegde suikers 21g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram °Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org","Melk, Glutenbevattende Granen, Soja, Lactose, Hazelnoot, Tarwe","Noten, Amandel, Cashewnoot, Macadamianoot, Pecannoot, Paranoot, Pistachenoot, Walnoot",NA,https://static.ah.nl/dam/product/AHI_4354523130303638343836?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303638343836?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303638343836?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
751,AH Roomijs malaga,3.49,NA,"Zuivel, eieren, boter",Toetjes,Roomijs,Roomschepijs,NA,NA,1 l,192,807,7.9 g,5.2 g,2.5 g,27 g,26 g,0.3 g,2.6 g,0.13 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: agere melk, 19% room, water, suiker, glucose-fructosestroop, 5,6% rozijn, vegetarisch wei-eiwitconcentraat, mageremelkpoeder, 0,8% rum, natuurlijk rozijnaroma, gemodificeerd maïszetmeel, emulgator (mono- en diglyceriden van vetzuren [E471]), stabilisator (johannesbroodpitmeel [E410], guarpitmeel [E412], xanthaangom [E415]), voedingszuur (citroenzuur [E330]), natuurlijk rumaroma, natuurlijk aroma. Waarvan toegevoegde suikers 15g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram","Melk, Lactose","Noten, Amandel, Cashewnoot, Hazelnoot, Macadamianoot, Pecannoot, Paranoot, Pistachenoot, Walnoot",NA,https://static.ah.nl/dam/product/AHI_43545239383938353734?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383938353734?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383938353734?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
754,AH Roomijs stracciatella,2.79,NA,"Zuivel, eieren, boter",Toetjes,Roomijs,Roomschepijs,NA,NA,1 l,249,1040,14 g,9 g,3.7 g,27 g,25 g,1.3 g,3.1 g,0.15 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 26% slagroom, magere melk, vegetarisch wei-eiwitconcentraat, suiker, glucose-fructosestroop, cacaomassa°, water, cacaoboter°, emulgator (mono- en diglyceriden van vetzuren [E471], lecithine [E322]), botervet, stabilisator (johannesbroodpitmeel [E410], guarpitmeel [E412]), magerecacaopoeder°. Waarvan toegevoegde suikers 20g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram °Rainforest Alliance gecertificeerd. Zie voor meer informatie ra.org","Melk, Lactose","Noten, Amandel, Cashewnoot, Hazelnoot, Macadamianoot, Pecannoot, Paranoot, Pistachenoot, Walnoot",NA,https://static.ah.nl/dam/product/AHI_43545239383938353134?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383938353134?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383938353134?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
759,AH Roomijs vanille,2.79,NA,"Zuivel, eieren, boter",Toetjes,Roomijs,Roomschepijs,NA,NA,1 l,193,808,10 g,6.6 g,3.2 g,23 g,23 g,0.1 g,2.7 g,0.13 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: magere melk, 24% slagroom, suiker, water, glucose-fructosestroop, vegetarisch wei-eiwitconcentraat, emulgator (mono- en diglyceriden van vetzuren [E471]), kleurend wortelconcentraat, stabilisator (johannesbroodpitmeel [E410], guarpitmeel [E412]), Bourbonvanille-extract, 0,04% gemalen vanillestokje. Waarvan toegevoegde suikers 17g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram","Melk, Lactose","Noten, Amandel, Cashewnoot, Hazelnoot, Macadamianoot, Pecannoot, Paranoot, Pistachenoot, Walnoot",NA,https://static.ah.nl/dam/product/AHI_43545239383938353237?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383938353237?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545239383938353237?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
765,AH Aardappelschijfjes,1.95,NA,Diepvries,Diepvries aardappelproducten,Aardappelschijfjes (diepvries),NA,NA,NA,600 g,135,568,4 g,0.5 g,3.5 g,21 g,1.5 g,2.5 g,2.5 g,0.1 g,NA,NA,1.3 g,2.2 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 96% aardappel, 4% zonnebloemolie. Waarvan toegevoegde suikers 0.00g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_434d50303130393831?revLabel=2&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_434d50303130393831?revLabel=2&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_434d50303130393831?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary
769,AH Spinazie,0.89,NA,"Aardappel, groente, fruit",Diepvries groente,Spinazie (diepvries),NA,NA,NA,450 g,28,118,0.6 g,0.1 g,0.5 g,2 g,0 g,3.5 g,2 g,0.1 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram,NA,NA,NA,https://static.ah.nl/dam/product/AHI_43545237303435363630?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545237303435363630?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545237303435363630?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
772,AH Aardappelkroketjes,1.39,NA,Diepvries,Diepvries aardappelproducten,Aardappelkroketten (diepvries),NA,NA,NA,600 g,152,637,5.1 g,0.5 g,4.6 g,23 g,1.1 g,2.5 g,2.2 g,0.8 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 86% aardappel, 8,6% aardappelvlok, plantaardige olie (koolzaad, zonnebloem [in wisselende verhoudingen]), zout, dextrose, stabilisator (hydroxypropylmethylcellulose [E464]), peperextract. Waarvan toegevoegde suikers 0.2g per 100 gram en waarvan toegevoegd zout 0.67g per 100 gram",NA,NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303638383931?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303638383931?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303638383931?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
777,AH Spinazie à la creme,0.99,NA,"Aardappel, groente, fruit",Diepvries groente,Spinazie (diepvries),NA,NA,NA,450 g,44,183,2.2 g,0.7 g,1.5 g,3.1 g,1.7 g,2.3 g,1.8 g,0.6 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: 84% spinazie, water, 4% room, raapolie, rijstzetmeel, zout, lactose, mageremelkpoeder, melkeiwit, verdikkingsmiddel (guarpitmeel [E412], xanthaangom [E415]), natuurlijke aroma's, dextrose, groente-extract (ui, wortel), knoflookextract. Waarvan toegevoegde suikers 0.02g per 100 gram en waarvan toegevoegd zout 0.51g per 100 gram","Melk, Lactose",NA,NA,https://static.ah.nl/dam/product/AHI_43545237303438363831?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545237303438363831?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_43545237303438363831?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
788,AH Tuinerwten fijn,1.05,NA,"Aardappel, groente, fruit",Diepvries groente,Tuinerwten (diepvries),NA,NA,NA,450 g,70,296,0 g,0 g,0 g,9.3 g,2.6 g,5.1 g,5.7 g,0.03 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ingrediënten: doperwt Waarvan toegevoegde suikers 0.00g per 100 gram en waarvan toegevoegd zout 0.00g per 100 gram,NA,NA,NA,https://static.ah.nl/dam/product/AHI_434d50313635313937?revLabel=2&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_434d50313635313937?revLabel=2&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_434d50313635313937?revLabel=2&rendition=800x800_JPG_Q90&fileType=binary
792,AH Kabeljauw,5.19,NA,"Vlees, vis",Vis,Diepvries vis,Kabeljauw (diepvries),NA,NA,400 g,70,298,0.7 g,0.3 g,0.4 g,0 g,0 g,0 g,16 g,0.33 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ingrediënten: kabeljauw. Waarvan toegevoegde suikers 0g per 100 gram en waarvan toegevoegd zout 0g per 100 gram,Vis,NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303038323036?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303038323036?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303038323036?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
793,AH Vrieslollies,0.85,NA,Diepvries,IJs,Waterijsjes,NA,NA,NA,10 stuks,56,238,0 g,0 g,0 g,14 g,14 g,0 g,0 g,0 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ingrediënten: water, suiker, zuurteregelaar (citroenzuur [E330]), natuurlijke aroma's.  Waarvan toegevoegde suikers 14g per 100 milliliter en waarvan toegevoegd zout 0.00g per 100 milliliter",NA,NA,NA,https://static.ah.nl/dam/product/AHI_4354523130303531393833?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303531393833?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,https://static.ah.nl/dam/product/AHI_4354523130303531393833?revLabel=1&rendition=800x800_JPG_Q90&fileType=binary
